created_at,entry_id,Temperature (C),Turbidity(NTU),Dissolved Oxygen(g/ml),PH,Ammonia(g/ml),Nitrate(g/ml),Population,Fish_Length(cm),Fish_Weight(g)
2021-06-19 12:22:57 CET,4002,25.875,100,17.837,8.35647,0.45842,195,50,7.11,2.91
2021-06-19 12:23:22 CET,4003,25.875,100,13.776,8.37463,0.45842,195,50,7.11,2.91
2021-06-19 12:23:42 CET,4004,25.9375,100,11.702,8.37009,0.45842,192,50,7.11,2.91
2021-06-19 12:24:03 CET,4005,25.9375,100,11.574,8.37463,0.45842,193,50,7.11,2.91
2021-06-19 12:24:23 CET,4006,25.9375,100,34.177,8.36101,0.45842,193,50,7.11,2.91
2021-06-19 12:24:44 CET,4007,25.9375,100,34.962,8.36555,0.45842,194,50,7.11,2.91
2021-06-19 12:25:05 CET,4008,25.9375,100,12.375,8.36101,0.45842,197,50,7.11,2.91
2021-06-19 12:25:26 CET,4009,25.9375,100,12.23,8.36555,0.45842,196,50,7.11,2.91
2021-06-19 12:25:47 CET,4010,25.9375,100,12.391,8.36555,0.45842,197,50,7.11,2.91
2021-06-19 12:26:07 CET,4011,26,100,11.247,8.36555,0.45842,196,50,7.11,2.91
2021-06-19 12:26:27 CET,4012,26,100,34.732,8.36101,0.45842,198,50,7.11,2.91
2021-06-19 12:26:48 CET,4013,25.9375,100,15.602,8.35647,0.45842,197,50,7.11,2.91
2021-06-19 12:27:08 CET,4014,25.9375,100,11.261,8.3474,0.45842,198,50,7.11,2.91
2021-06-19 12:27:28 CET,4015,26,100,20.591,8.36555,0.45842,198,50,7.11,2.91
2021-06-19 12:27:51 CET,4016,26,100,10.622,8.35647,0.45842,198,50,7.11,2.91
2021-06-19 12:28:10 CET,4017,25.9375,100,11.381,8.36101,0.45842,201,50,7.11,2.91
2021-06-19 12:28:54 CET,4019,25.9375,100,10.813,8.36101,0.45842,197,50,7.11,2.91
2021-06-19 12:29:25 CET,4020,25.9375,100,12.399,8.36101,0.45842,192,50,7.11,2.91
2021-06-19 12:29:48 CET,4021,26,100,10.622,8.37009,0.45842,197,50,7.11,2.91
2021-06-19 12:30:13 CET,4022,26,100,11.072,8.36555,0.45842,195,50,7.11,2.91
2021-06-19 12:30:54 CET,4024,26,100,10.965,8.36555,0.45842,196,50,7.11,2.91
2021-06-19 12:31:15 CET,4025,26,100,11.666,8.36101,0.45842,195,50,7.11,2.91
2021-06-19 12:31:35 CET,4026,25.9375,100,10.292,8.36101,0.45842,197,50,7.11,2.91
2021-06-19 12:32:00 CET,4027,25.9375,100,11.261,8.36101,0.45842,195,50,7.11,2.91
2021-06-19 12:32:20 CET,4028,26,100,11.544,8.35194,0.45842,198,50,7.11,2.91
2021-06-19 12:32:45 CET,4029,26.0625,100,7.774,8.36555,0.45842,195,50,7.11,2.91
2021-06-19 12:33:10 CET,4030,26,100,28.678,8.36555,0.45842,193,50,7.11,2.91
2021-06-19 12:33:29 CET,4031,26,100,27.574,8.36101,0.45842,194,50,7.11,2.91
2021-06-19 12:33:51 CET,4032,26.0625,100,12.343,8.36101,0.45842,195,50,7.11,2.91
2021-06-19 12:34:35 CET,4034,26.125,100,1.835,8.36101,0.45842,194,50,7.11,2.91
2021-06-19 12:35:21 CET,4036,26.0625,100,11.255,8.36101,0.45842,194,50,7.11,2.91
2021-06-19 12:36:57 CET,4039,26,100,3.076,8.38371,0.45842,197,50,7.11,2.91
2021-06-19 12:37:21 CET,4040,26.0625,100,11.277,8.37463,0.45842,198,50,7.11,2.91
2021-06-19 12:37:41 CET,4041,26.0625,100,21.078,8.37463,0.45842,197,50,7.11,2.91
2021-06-19 12:38:03 CET,4042,26.0625,100,12.077,8.36101,0.45842,198,50,7.11,2.91
2021-06-19 12:38:23 CET,4043,26.0625,100,27.817,8.3474,0.45842,201,50,7.11,2.91
2021-06-19 12:38:47 CET,4044,26.0625,100,12.686,8.36101,0.45842,199,50,7.11,2.91
2021-06-19 12:39:31 CET,4045,26.0625,100,8.627,8.36101,0.45842,197,50,7.11,2.91
2021-06-19 12:39:56 CET,4046,26.0625,100,12.26,8.40187,0.45842,197,50,7.11,2.91
2021-06-19 12:40:17 CET,4047,26.0625,100,11.498,8.36101,0.45842,197,50,7.11,2.91
2021-06-19 12:40:38 CET,4048,26.0625,100,20.743,8.35647,0.45842,195,50,7.11,2.91
2021-06-19 12:40:59 CET,4049,26.0625,100,12.008,8.36101,0.45842,195,50,7.11,2.91
2021-06-19 12:41:22 CET,4050,26,100,13.402,8.36101,0.45842,195,50,7.11,2.91
2021-06-19 12:41:42 CET,4051,26.0625,100,11.468,8.37009,0.45842,198,50,7.11,2.91
2021-06-19 12:42:08 CET,4052,26.0625,100,12.001,8.37009,0.45842,198,50,7.11,2.91
2021-06-19 12:42:29 CET,4053,26.125,100,20.37,8.35647,0.45842,194,50,7.11,2.91
2021-06-19 12:42:51 CET,4054,26.0625,100,1.477,8.37463,0.45842,197,50,7.11,2.91
2021-06-19 12:43:14 CET,4055,26.0625,100,27.04,8.37463,0.45842,197,50,7.11,2.91
2021-06-19 12:44:03 CET,4057,26.0625,100,10.424,8.36101,0.45842,195,50,7.11,2.91
2021-06-19 12:44:23 CET,4058,26.0625,100,9.709,8.37009,0.45842,196,50,7.11,2.91
2021-06-19 12:44:43 CET,4059,26.0625,100,11.156,8.37463,0.45842,196,50,7.11,2.91
2021-06-19 12:45:03 CET,4060,26.0625,100,11.711,8.37917,0.45842,197,50,7.11,2.91
2021-06-19 12:45:23 CET,4061,26.0625,100,12.054,8.37917,0.45842,197,50,7.11,2.91
2021-06-19 12:46:02 CET,4063,26.0625,100,28.975,8.37917,0.45842,198,50,7.11,2.91
2021-06-19 12:46:22 CET,4064,26.0625,100,12.229,8.37463,0.45842,193,50,7.11,2.91
2021-06-19 12:46:42 CET,4065,26.125,100,7.378,8.37463,0.45842,197,50,7.11,2.91
2021-06-19 12:47:02 CET,4066,26.125,100,5.368,8.37463,0.45842,193,50,7.11,2.91
2021-06-19 12:47:22 CET,4067,26.125,100,27.33,8.37917,0.45842,193,50,7.11,2.91
2021-06-19 12:47:41 CET,4068,26.125,100,12.138,8.37463,0.45842,190,50,7.11,2.91
2021-06-19 12:48:01 CET,4069,26.125,100,10.584,8.37917,0.45842,195,50,7.11,2.91
2021-06-19 12:48:21 CET,4070,26.0625,100,10.562,8.38371,0.45842,192,50,7.11,2.91
2021-06-19 12:49:01 CET,4072,26.0625,100,13.828,8.33832,0.45842,193,50,7.11,2.91
2021-06-19 12:49:20 CET,4073,26.125,100,5.711,8.36555,0.45842,194,50,7.11,2.91
2021-06-19 12:49:40 CET,4074,26.125,100,11.62,8.37463,0.45842,194,50,7.11,2.91
2021-06-19 12:49:59 CET,4075,26.125,100,11.955,8.36555,0.45842,195,50,7.11,2.91
2021-06-19 12:50:19 CET,4076,26.125,100,11.361,8.37917,0.45842,196,50,7.11,2.91
2021-06-19 12:50:39 CET,4077,26.125,100,12.046,8.36555,0.45842,197,50,7.11,2.91
2021-06-19 12:50:59 CET,4078,26.125,100,11.62,8.36101,0.45842,198,50,7.11,2.91
2021-06-19 12:51:18 CET,4079,26.0625,100,28.107,8.38371,0.45842,197,50,7.11,2.91
2021-06-19 12:51:38 CET,4080,26.0625,100,11.125,8.36555,0.45842,197,50,7.11,2.91
2021-06-19 12:51:58 CET,4081,26.0625,100,10.813,8.38371,0.45842,200,50,7.11,2.91
2021-06-19 12:52:17 CET,4082,26.0625,100,11.94,8.38371,0.45842,202,50,7.11,2.91
2021-06-19 12:52:37 CET,4083,26.125,100,11.696,8.37917,0.45842,197,50,7.11,2.91
2021-06-19 12:52:56 CET,4084,26.125,100,34.701,8.37463,0.45842,197,50,7.11,2.91
2021-06-19 12:54:32 CET,4087,26.0625,100,15.207,8.38825,0.45842,203,50,7.11,2.91
2021-06-19 12:54:51 CET,4088,26.125,100,13.95,8.37463,0.45842,191,50,7.11,2.91
2021-06-19 12:55:11 CET,4089,26.125,100,34.907,8.37463,0.45842,195,50,7.11,2.91
2021-06-19 12:55:30 CET,4090,26.125,100,11.452,8.38371,0.45842,195,50,7.11,2.91
2021-06-19 12:56:29 CET,4093,26.0625,100,11.452,8.38371,0.45842,193,50,7.11,2.91
2021-06-19 12:56:49 CET,4094,26.0625,100,11.475,8.37463,0.45842,194,50,7.11,2.91
2021-06-19 12:57:08 CET,4095,26.0625,100,16.966,8.38825,0.45842,193,50,7.11,2.91
2021-06-19 12:57:28 CET,4096,26.0625,100,14.978,8.38371,0.45842,194,50,7.11,2.91
2021-06-19 12:58:07 CET,4098,26.0625,100,10.828,8.38371,0.45842,194,50,7.11,2.91
2021-06-19 12:59:06 CET,4101,26.0625,100,11.612,8.37917,0.45842,195,50,7.11,2.91
2021-06-19 12:59:26 CET,4102,26.0625,100,11.917,8.38371,0.45842,200,50,7.11,2.91
2021-06-19 13:00:05 CET,4104,26.0625,100,11.194,8.40187,0.45842,200,50,7.11,2.91
2021-06-19 13:00:25 CET,4105,26.0625,100,11.978,8.37917,0.45842,198,50,7.11,2.91
2021-06-19 13:00:45 CET,4106,26.0625,100,10.417,8.38371,0.45842,200,50,7.11,2.91
2021-06-19 13:01:05 CET,4107,26.125,100,21.146,8.39279,0.45842,201,50,7.11,2.91
2021-06-19 13:01:24 CET,4108,26.125,100,9.115,8.38371,0.45842,207,50,7.11,2.91
2021-06-19 13:01:44 CET,4109,26.125,100,10.897,8.37463,0.45842,206,50,7.11,2.91
2021-06-19 13:02:04 CET,4110,26.1875,100,10.691,8.37009,0.45842,201,50,7.11,2.91
2021-06-19 13:02:23 CET,4111,26.1875,100,23.21,8.38825,0.45842,206,50,7.11,2.91
2021-06-19 13:02:43 CET,4112,26.125,100,11.628,8.38371,0.45842,203,50,7.11,2.91
2021-06-19 13:03:02 CET,4113,26.125,100,21.71,8.37917,0.45842,203,50,7.11,2.91
2021-06-19 13:03:42 CET,4115,26.0625,100,11.369,8.35647,0.45842,202,50,7.11,2.91
2021-06-19 13:04:01 CET,4116,26.0625,100,10.539,8.38825,0.45842,199,50,7.11,2.91
2021-06-19 13:04:21 CET,4117,26.125,100,9.762,8.38371,0.45842,199,50,7.11,2.91
2021-06-19 13:04:41 CET,4118,26.125,100,11.011,8.37463,0.45842,192,50,7.11,2.91
2021-06-19 13:05:00 CET,4119,26.125,100,11.041,8.38371,0.45842,198,50,7.11,2.91
2021-06-19 13:05:39 CET,4121,26.125,100,34.465,8.38371,0.45842,195,50,7.11,2.91
2021-06-19 13:05:59 CET,4122,26.125,100,10.881,8.39279,0.45842,194,50,7.11,2.91
2021-06-19 13:06:19 CET,4123,26.125,100,11.582,8.37917,0.45842,194,50,7.11,2.91
2021-06-19 13:06:39 CET,4124,26.125,100,10.874,8.37917,0.45842,193,50,7.11,2.91
2021-06-19 13:07:35 CET,4125,26.1875,100,10.737,8.37463,0.45842,194,50,7.11,2.91
2021-06-19 13:08:15 CET,4127,26.125,100,19.783,8.37917,0.45842,193,50,7.11,2.91
2021-06-19 13:08:54 CET,4129,26.1875,100,6.807,8.42911,0.45842,202,50,7.11,2.91
2021-06-19 13:09:14 CET,4130,26.125,100,16.89,8.38371,0.45842,204,50,7.11,2.91
2021-06-19 13:09:34 CET,4131,26.1875,100,11.498,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 13:10:50 CET,4133,26.1875,100,11.407,8.37463,0.45842,205,50,7.11,2.91
2021-06-19 13:11:10 CET,4134,26.1875,100,10.714,8.37917,0.45842,205,50,7.11,2.91
2021-06-19 13:12:08 CET,4137,26.1875,100,11.3,8.39279,0.45842,201,50,7.11,2.91
2021-06-19 13:12:28 CET,4138,26.125,100,11.277,8.37463,0.45842,202,50,7.11,2.91
2021-06-19 13:12:47 CET,4139,26.125,100,10.021,8.38371,0.45842,193,50,7.11,2.91
2021-06-19 13:13:07 CET,4140,26.125,100,11.422,8.37917,0.45842,201,50,7.11,2.91
2021-06-19 13:13:27 CET,4141,26.125,100,11.247,8.37917,0.45842,198,50,7.11,2.91
2021-06-19 13:13:46 CET,4142,26.125,100,11.727,8.37463,0.45842,198,50,7.11,2.91
2021-06-19 13:14:06 CET,4143,26.1875,100,28.708,8.37917,0.45842,202,50,7.11,2.91
2021-06-19 13:14:26 CET,4144,26.125,100,11.749,8.39279,0.45842,203,50,7.11,2.91
2021-06-19 13:14:45 CET,4145,26.125,100,18.664,8.36555,0.45842,208,50,7.11,2.91
2021-06-19 13:15:05 CET,4146,26.1875,100,11.163,8.40641,0.45842,208,50,7.11,2.91
2021-06-19 13:15:25 CET,4147,26.1875,100,11.887,8.38371,0.45842,208,50,7.11,2.91
2021-06-19 13:15:44 CET,4148,26.1875,100,11.003,8.37463,0.45842,208,50,7.11,2.91
2021-06-19 13:16:04 CET,4149,26.25,100,11.293,8.38371,0.45842,208,50,7.11,2.91
2021-06-19 13:16:24 CET,4150,26.25,100,11.993,8.38371,0.45842,208,50,7.11,2.91
2021-06-19 13:16:44 CET,4151,26.25,100,3.853,8.37463,0.45842,208,50,7.11,2.91
2021-06-19 13:17:03 CET,4152,26.25,100,15.801,8.37917,0.45842,208,50,7.11,2.91
2021-06-19 13:17:23 CET,4153,26.25,100,12.275,8.37463,0.45842,208,50,7.11,2.91
2021-06-19 13:17:43 CET,4154,26.25,100,12.077,8.37463,0.45842,206,50,7.11,2.91
2021-06-19 13:18:02 CET,4155,26.1875,100,24.725,8.37917,0.45842,208,50,7.11,2.91
2021-06-19 13:18:22 CET,4156,26.1875,100,13.387,8.36555,0.45842,208,50,7.11,2.91
2021-06-19 13:18:41 CET,4157,26.1875,100,10.249,8.37463,0.45842,207,50,7.11,2.91
2021-06-19 13:19:01 CET,4158,26.1875,100,34.214,8.37917,0.45842,206,50,7.11,2.91
2021-06-19 13:19:40 CET,4160,26.1875,100,27.558,8.37463,0.45842,206,50,7.11,2.91
2021-06-19 13:20:00 CET,4161,26.25,100,11.871,8.38371,0.45842,207,50,7.11,2.91
2021-06-19 13:21:16 CET,4163,26.25,100,16.174,8.37917,0.45842,198,50,7.11,2.91
2021-06-19 13:21:36 CET,4164,26.25,100,21.611,8.37917,0.45842,202,50,7.11,2.91
2021-06-19 13:21:55 CET,4165,26.3125,100,10.965,8.37463,0.45842,199,50,7.11,2.91
2021-06-19 13:22:52 CET,4166,26.25,100,11.551,8.37917,0.45842,202,50,7.11,2.91
2021-06-19 13:23:12 CET,4167,26.25,100,8.772,8.37917,0.45842,196,50,7.11,2.91
2021-06-19 13:23:51 CET,4169,26.25,100,11.003,8.38371,0.45842,203,50,7.11,2.91
2021-06-19 13:24:11 CET,4170,26.25,100,11.247,8.37463,0.45842,197,50,7.11,2.91
2021-06-19 13:24:31 CET,4171,26.25,100,10.417,8.37463,0.45842,202,50,7.11,2.91
2021-06-19 13:25:27 CET,4172,26.25,100,3.723,8.39279,0.45842,198,50,7.11,2.91
2021-06-19 13:25:47 CET,4173,26.3125,100,7.287,8.37463,0.45842,201,50,7.11,2.91
2021-06-19 13:26:26 CET,4175,26.3125,100,10.843,8.38825,0.45842,203,50,7.11,2.91
2021-06-19 13:26:45 CET,4176,26.25,100,12.442,8.39733,0.45842,201,50,7.11,2.91
2021-06-19 13:27:42 CET,4177,26.25,100,22.19,8.38825,0.45842,198,50,7.11,2.91
2021-06-19 13:28:02 CET,4178,26.25,100,1.918,8.39279,0.45842,199,50,7.11,2.91
2021-06-19 13:28:21 CET,4179,26.25,100,11.749,8.38371,0.45842,201,50,7.11,2.91
2021-06-19 13:28:41 CET,4180,26.375,100,11.544,8.36555,0.45842,199,50,7.11,2.91
2021-06-19 13:29:00 CET,4181,26.375,100,10.676,8.38371,0.45842,201,50,7.11,2.91
2021-06-19 13:29:20 CET,4182,26.3125,100,9.83,8.38371,0.45842,201,50,7.11,2.91
2021-06-19 13:29:40 CET,4183,26.25,100,11.681,8.38825,0.45842,198,50,7.11,2.91
2021-06-19 13:30:00 CET,4184,26.25,100,33.955,8.38371,0.45842,197,50,7.11,2.91
2021-06-19 13:30:19 CET,4185,26.25,100,11.011,8.38371,0.45842,199,50,7.11,2.91
2021-06-19 13:31:56 CET,4188,26.3125,100,30.338,8.38825,0.45842,199,50,7.11,2.91
2021-06-19 13:32:36 CET,4190,26.25,100,10.676,8.39733,0.45842,203,50,7.11,2.91
2021-06-19 13:32:56 CET,4191,26.1875,100,11.894,8.38371,0.45842,203,50,7.11,2.91
2021-06-19 13:33:16 CET,4192,26.1875,100,10.76,8.39279,0.45842,202,50,7.11,2.91
2021-06-19 13:33:55 CET,4194,26.1875,100,10.211,8.39279,0.45842,202,50,7.11,2.91
2021-06-19 13:34:34 CET,4196,26.3125,100,11.277,8.38371,0.45842,203,50,7.11,2.91
2021-06-19 13:34:54 CET,4197,26.3125,100,11.582,8.39279,0.45842,202,50,7.11,2.91
2021-06-19 13:35:14 CET,4198,26.3125,100,10.958,8.39279,0.45842,199,50,7.11,2.91
2021-06-19 13:35:33 CET,4199,26.25,100,10.859,8.38371,0.45842,197,50,7.11,2.91
2021-06-19 13:35:53 CET,4200,26.25,100,1.561,8.40187,0.45842,195,50,7.11,2.91
2021-06-19 13:36:12 CET,4201,26.3125,100,9.176,8.38825,0.45842,194,50,7.11,2.91
2021-06-19 13:36:32 CET,4202,26.375,100,12.001,8.38371,0.45842,195,50,7.11,2.91
2021-06-19 13:37:53 CET,4204,26.25,100,6.906,8.38371,0.45842,186,50,7.11,2.91
2021-06-19 13:39:27 CET,4205,26.25,100,12.427,8.37917,0.45842,194,50,7.11,2.91
2021-06-19 13:39:47 CET,4206,26.25,100,0.266,8.38825,0.45842,195,50,7.11,2.91
2021-06-19 13:40:06 CET,4207,26.25,100,9.305,8.38825,0.45842,195,50,7.11,2.91
2021-06-19 13:41:10 CET,4208,26.1875,100,17.171,8.39733,0.45842,201,50,7.11,2.91
2021-06-19 13:42:06 CET,4209,26.1875,100,25.243,8.38371,0.45842,205,50,7.11,2.91
2021-06-19 13:42:26 CET,4210,26.25,100,10.455,8.39279,0.45842,205,50,7.11,2.91
2021-06-19 13:42:46 CET,4211,26.25,100,10.257,8.38371,0.45842,203,50,7.11,2.91
2021-06-19 13:43:05 CET,4212,26.25,100,10.059,8.39279,0.45842,201,50,7.11,2.91
2021-06-19 13:43:25 CET,4213,26.1875,100,10.402,8.38371,0.45842,200,50,7.11,2.91
2021-06-19 13:43:45 CET,4214,26.25,100,25.441,8.37917,0.45842,199,50,7.11,2.91
2021-06-19 13:44:05 CET,4215,26.25,100,22.121,8.38371,0.45842,196,50,7.11,2.91
2021-06-19 13:44:44 CET,4217,26.25,100,28.32,8.38371,0.45842,198,50,7.11,2.91
2021-06-19 13:45:03 CET,4218,26.25,100,10.729,8.39279,0.45842,197,50,7.11,2.91
2021-06-19 13:45:43 CET,4220,26.25,100,4.013,8.40187,0.45842,197,50,7.11,2.91
2021-06-19 13:46:22 CET,4222,26.1875,100,11.095,8.39733,0.45842,197,50,7.11,2.91
2021-06-19 13:46:41 CET,4223,26.1875,100,12.107,8.36555,0.45842,197,50,7.11,2.91
2021-06-19 13:47:01 CET,4224,26.1875,100,11.011,8.39279,0.45842,198,50,7.11,2.91
2021-06-19 13:47:21 CET,4225,26.1875,100,10.904,8.39279,0.45842,199,50,7.11,2.91
2021-06-19 13:48:00 CET,4227,26.1875,100,10.059,8.37917,0.45842,201,50,7.11,2.91
2021-06-19 13:48:20 CET,4228,26.125,100,34.724,8.38825,0.45842,199,50,7.11,2.91
2021-06-19 13:48:40 CET,4229,26.1875,100,10.127,8.39279,0.45842,198,50,7.11,2.91
2021-06-19 13:48:59 CET,4230,26.1875,100,34.716,8.39279,0.45842,199,50,7.11,2.91
2021-06-19 13:49:19 CET,4231,26.1875,100,17.126,8.39733,0.45842,201,50,7.11,2.91
2021-06-19 13:49:38 CET,4232,26.25,100,31.472,8.39733,0.45842,198,50,7.11,2.91
2021-06-19 13:49:58 CET,4233,26.1875,100,10.866,8.39733,0.45842,197,50,7.11,2.91
2021-06-19 13:50:18 CET,4234,26.1875,100,0.434,8.49266,0.45842,193,50,7.11,2.91
2021-06-19 13:50:38 CET,4235,26.25,100,9.016,8.37917,0.45842,193,50,7.11,2.91
2021-06-19 13:51:17 CET,4237,26.25,100,10.577,8.39733,0.45842,196,50,7.11,2.91
2021-06-19 13:51:36 CET,4238,26.25,100,34.861,8.38371,0.45842,197,50,7.11,2.91
2021-06-19 13:51:56 CET,4239,26.1875,100,34.892,8.39733,0.45842,196,50,7.11,2.91
2021-06-19 13:52:16 CET,4240,26.25,100,34.678,8.39733,0.45842,198,50,7.11,2.91
2021-06-19 13:52:35 CET,4241,26.1875,100,34.945,8.38371,0.45842,199,50,7.11,2.91
2021-06-19 13:54:08 CET,4242,26.1875,100,11.171,8.39279,0.45842,201,50,7.11,2.91
2021-06-19 13:54:28 CET,4243,26.1875,100,10.158,8.38825,0.45842,199,50,7.11,2.91
2021-06-19 13:55:25 CET,4244,26.25,100,13.387,8.39279,0.45842,199,50,7.11,2.91
2021-06-19 13:56:04 CET,4246,26.1875,100,10.798,8.39733,0.45842,199,50,7.11,2.91
2021-06-19 13:56:43 CET,4248,26.1875,100,10.859,8.37917,0.45842,201,50,7.11,2.91
2021-06-19 13:57:03 CET,4249,26.1875,100,12.397,8.39279,0.45842,201,50,7.11,2.91
2021-06-19 13:57:23 CET,4250,26.25,100,11.909,8.38825,0.45842,204,50,7.11,2.91
2021-06-19 13:57:42 CET,4251,26.25,100,34.922,8.37917,0.45842,211,50,7.11,2.91
2021-06-19 13:58:02 CET,4252,26.25,100,9.846,8.38371,157131.5156,242,50,7.11,2.91
2021-06-19 13:58:21 CET,4253,26.25,100,18.915,8.38371,63147.98047,246,50,7.11,2.91
2021-06-19 13:58:41 CET,4254,26.25,100,22.989,8.38371,1907.52869,274,50,7.11,2.91
2021-06-19 13:59:38 CET,4255,26.3125,100,10.691,8.38371,43343.46094,273,50,7.11,2.91
2021-06-19 14:00:01 CET,4256,26.3125,100,12.8,8.38825,636403.5,270,50,7.11,2.91
2021-06-19 14:00:22 CET,4257,26.25,100,2.825,8.39733,38892.95703,272,50,7.11,2.91
2021-06-19 14:00:42 CET,4258,26.3125,100,3.122,8.38825,3940.02515,283,50,7.11,2.91
2021-06-19 14:01:02 CET,4259,26.25,100,12.1,8.38371,908.11548,302,50,7.11,2.91
2021-06-19 14:01:21 CET,4260,26.25,100,25.167,8.38371,1692.95227,300,50,7.11,2.91
2021-06-19 14:01:41 CET,4261,26.25,100,9.686,8.39279,1719.83362,304,50,7.11,2.91
2021-06-19 14:02:01 CET,4262,26.25,100,23.256,8.38371,1832.58081,305,50,7.11,2.91
2021-06-19 14:02:40 CET,4264,26.3125,100,9.747,8.38371,28530.76953,289,50,7.11,2.91
2021-06-19 14:03:00 CET,4265,26.25,100,10.562,8.38371,0.45842,272,50,7.11,2.91
2021-06-19 14:03:20 CET,4266,26.25,100,11.551,8.38825,0.45842,251,50,7.11,2.91
2021-06-19 14:03:40 CET,4267,26.25,100,10.729,8.38371,0.45842,240,50,7.11,2.91
2021-06-19 14:03:59 CET,4268,26.25,100,10.211,8.37917,0.45842,230,50,7.11,2.91
2021-06-19 14:04:19 CET,4269,26.25,100,19.753,8.37463,0.45842,225,50,7.11,2.91
2021-06-19 14:04:39 CET,4270,26.25,100,10.105,8.39279,0.45842,214,50,7.11,2.91
2021-06-19 14:04:59 CET,4271,26.25,100,18.443,8.37917,0.45842,210,50,7.11,2.91
2021-06-19 14:05:18 CET,4272,26.25,100,9.77,8.38371,30466895872,240,50,7.11,2.91
2021-06-19 14:05:38 CET,4273,26.25,100,21.481,8.37917,34995800,253,50,7.11,2.91
2021-06-19 14:05:58 CET,4274,26.1875,100,11.003,8.37463,150641.4219,266,50,7.11,2.91
2021-06-19 14:06:54 CET,4275,26.3125,100,11.574,8.37463,1506.51636,295,50,7.11,2.91
2021-06-19 14:07:14 CET,4276,26.25,100,25.274,8.37463,753.96606,307,50,7.11,2.91
2021-06-19 14:07:33 CET,4277,26.3125,100,11.452,8.37917,376.15326,326,50,7.11,2.91
2021-06-19 14:07:53 CET,4278,26.25,100,11.749,8.38371,281.94611,334,50,7.11,2.91
2021-06-19 14:08:13 CET,4279,26.25,100,11.529,8.38371,232.54778,336,50,7.11,2.91
2021-06-19 14:08:32 CET,4280,26.3125,100,5.52,8.37917,432.72073,327,50,7.11,2.91
2021-06-19 14:08:52 CET,4281,26.3125,100,11.171,8.37917,399.61987,330,50,7.11,2.91
2021-06-19 14:09:32 CET,4283,26.3125,100,13.303,8.38371,11197.6377,285,50,7.11,2.91
2021-06-19 14:09:51 CET,4284,26.3125,100,34.062,8.38371,365103.4063,276,50,7.11,2.91
2021-06-19 14:10:11 CET,4285,26.3125,100,10.958,8.38371,160507.0938,275,50,7.11,2.91
2021-06-19 14:10:31 CET,4286,26.3125,100,12.511,8.37463,0.45842,271,50,7.11,2.91
2021-06-19 14:10:50 CET,4287,26.25,100,15.085,8.37463,0.45842,258,50,7.11,2.91
2021-06-19 14:11:10 CET,4288,26.25,100,15.945,8.37463,0.45842,247,50,7.11,2.91
2021-06-19 14:11:30 CET,4289,26.3125,100,10.287,8.38371,0.45842,238,50,7.11,2.91
2021-06-19 14:22:10 CET,4290,26.25,100,10.798,8.38371,0.45842,199,50,7.11,2.91
2021-06-19 14:22:30 CET,4291,26.3125,100,26.789,8.39279,0.45842,199,50,7.11,2.91
2021-06-19 14:22:49 CET,4292,26.3125,100,10.249,8.38371,0.45842,204,50,7.11,2.91
2021-06-19 14:23:29 CET,4294,26.25,100,23.058,8.38371,0.45842,209,50,7.11,2.91
2021-06-19 14:23:49 CET,4295,26.25,100,10.562,8.35647,0.45842,208,50,7.11,2.91
2021-06-19 14:24:08 CET,4296,26.25,100,34.8,8.38825,0.45842,208,50,7.11,2.91
2021-06-19 14:24:28 CET,4297,26.25,100,10.112,8.39733,0.45842,206,50,7.11,2.91
2021-06-19 14:24:48 CET,4298,26.25,100,1.583,8.39279,0.45842,206,50,7.11,2.91
2021-06-19 14:25:09 CET,4299,26.3125,100,11.087,8.39733,0.45842,202,50,7.11,2.91
2021-06-19 14:25:29 CET,4300,26.3125,100,34.815,8.39279,0.45842,194,50,7.11,2.91
2021-06-19 14:25:48 CET,4301,26.3125,100,11.681,8.38825,0.45842,199,50,7.11,2.91
2021-06-19 14:27:05 CET,4303,26.375,100,25.289,8.38825,0.45842,215,50,7.11,2.91
2021-06-19 14:27:24 CET,4304,26.375,100,23.142,8.39279,0.45842,209,50,7.11,2.91
2021-06-19 14:27:44 CET,4305,26.3125,100,11.643,8.39279,0.45842,208,50,7.11,2.91
2021-06-19 14:28:04 CET,4306,26.25,100,31.069,8.40187,0.45842,207,50,7.11,2.91
2021-06-19 14:28:23 CET,4307,26.25,100,10.874,8.38371,0.45842,206,50,7.11,2.91
2021-06-19 14:28:43 CET,4308,26.25,100,11.506,8.39733,0.45842,205,50,7.11,2.91
2021-06-19 14:29:03 CET,4309,26.25,100,10.775,8.38825,0.45842,203,50,7.11,2.91
2021-06-19 14:30:00 CET,4310,26.3125,100,23.081,8.40187,0.45842,203,50,7.11,2.91
2021-06-19 14:30:22 CET,4311,26.3125,100,20.895,8.39279,0.45842,210,50,7.11,2.91
2021-06-19 14:30:42 CET,4312,26.3125,100,12.168,8.38371,0.45842,226,50,7.11,2.91
2021-06-19 14:31:02 CET,4313,26.3125,100,11.11,8.37463,0.45842,240,50,7.11,2.91
2021-06-19 14:31:41 CET,4315,26.3125,100,10.257,8.39279,4713923,260,50,7.11,2.91
2021-06-19 14:32:01 CET,4316,26.3125,100,7.797,8.38371,0.45842,250,50,7.11,2.91
2021-06-19 14:32:22 CET,4317,26.3125,100,8.94,8.39733,0.45842,240,50,7.11,2.91
